meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
X435,0.304614931,0.325860679,0.270989567,0.309962332,0.320295751,0.332250565,0.340678394,0.310358256,0.333879769,0.360138625,0.357005715,0.449865937,0.38761273,0.374589711,0.365104347,0.352668136,0.352668136,0.373346448,0.399020672,0.45751214,0.427555561,0.529507518,0.537594199,0.451753855
X443,0.294145912,0.35852176,0.287242472,0.327425182,0.327425182,0.334430158,0.333233118,0.328126669,0.331801713,0.335281223,0.327825546,0.332083791,0.357323706,0.359836102,0.355277449,0.330165178,0.359967113,0.34126246,0.363368183,0.387838304,0.413924247,0.415555507,0.411061108,0.410707802
X445,0.331100941,0.305899233,0.374538541,0.409595668,0.350182831,0.578569233,0.333299965,0.376765221,0.442243844,0.382972658,0.308021426,0.300084084,0.371138871,0.303307891,0.298544645,0.295320839,0.324750125,0.298544645,0.311174184,0.487517267,0.680375695,0.736572981,0.761986613,0.636136413
X446,0.269100994,0.315919161,0.199901775,0.207244337,0.196350977,0.194914833,0.196793407,0.228131965,0.258320808,0.312490433,0.345672697,0.30881837,0.349961817,0.362411201,0.315873772,0.301191539,0.325568378,0.286653697,0.28756988,0.364300191,0.367317557,0.378375977,0.392919749,0.397553265
X449,0.167748526,0.198360011,0.125174582,0.184262022,0.181829527,0.199011669,0.187233359,0.203281283,0.30832696,0.438878834,0.416637868,0.387965292,0.341713488,0.383936614,0.369890481,0.393501818,0.404079646,0.411142856,0.433298528,0.439064503,0.433108836,0.428462505,0.375477493,0.341143847
X450,0.338561118,0.247848988,0.109510019,0.203966096,0.210150868,0.207120627,0.197547376,0.213658825,0.265996903,0.359134644,0.323448956,0.305008471,0.319931984,0.401183933,0.317995399,0.317672789,0.317995399,0.402072877,0.448583007,0.448329687,0.332990199,0.36525616,0.288854003,0.340450436
X455,0.582953572,0.649058819,0.527088344,0.675856292,0.542020559,0.540476143,0.315721989,0.354185462,0.355226874,0.430426389,0.413110495,0.429320186,0.478742987,0.4019081,0.372559726,0.430821985,0.455293387,0.403880388,0.410160959,0.474558443,0.407519281,0.452303439,0.44498983,0.470791608
X457,0.219683051,0.265452862,0.175822824,0.24253419,0.242289037,0.255832881,0.265441209,0.280386418,0.29289633,0.364598751,0.483132094,0.459682524,0.398110271,0.392851233,0.370043069,0.458493084,0.54412663,0.507036328,0.507036328,0.760866642,1.014099121,1.122151017,1.079418778,0.885351896
X459,0.116372451,0.132454589,0.11839731,0.196948901,0.145491898,0.147716105,0.215649769,0.165989682,0.147888571,0.151756421,0.114699461,0.114699461,0.114699461,0.114699461,0.129896253,0.118125811,0.149737522,0.135063663,0.147577569,0.144722044,0.140440732,0.136858195,0.13371022,0.129793063
X460,0.293447852,0.314522773,0.247525156,0.230648592,0.223171398,0.162551567,0.162348613,0.157874033,0.164480954,0.168439463,0.208914906,0.203035921,0.207082525,0.207082525,0.195334956,0.217224941,0.207974687,0.207082525,0.210073754,0.223139361,0.232609078,0.256545514,0.255251765,0.256545514
X462,0.29048112,0.300113559,0.283267051,0.346889228,0.303758502,0.285433888,0.285163581,0.288711429,0.285205483,0.285148919,0.355881631,0.359174073,0.344282568,0.307132453,0.306613684,0.306131154,0.299978465,0.305184513,0.299963802,0.299963802,0.299963802,0.308518976,0.351559788,0.368938982
X468,0.16848664,0.182485953,0.138585731,0.187002629,0.195997313,0.180691764,0.243420377,0.247224227,0.247675896,0.262059897,0.263519496,0.264991105,0.264467597,0.265927196,0.265927196,0.286255896,0.319129407,0.38045162,0.407489091,0.393585831,0.35649392,0.335781723,0.297655135,0.21953249
X470,0.383969694,0.307766587,0.169079989,0.272631556,0.276125222,0.310927153,0.339937985,0.374748409,0.424666315,0.424077541,0.420479745,0.420479745,0.419391453,0.428936392,0.414033145,0.404883951,0.404883951,0.4095909,0.422043204,0.441353053,0.4394463,0.4394463,0.438631445,0.40232411
X472,0.250617713,0.241975725,0.197960645,0.533579111,0.231620654,0.241495445,0.264617771,0.331056029,0.325994492,0.316000462,0.309330881,0.331091046,0.331607282,0.331975937,0.289881885,0.387656361,0.329517096,0.381503165,0.408635855,0.349052101,0.340381235,0.298923194,0.274274796,0.304948211
X473,0.140505448,0.166003585,0.16832,0.164633691,0.157671168,0.151760787,0.182777777,0.331642449,0.325277805,0.218448371,0.341551065,0.23809135,0.293430328,0.168052346,0.168052346,0.167197555,0.165519118,0.22184287,0.224158779,0.2378207,0.235192299,0.249874413,0.272647321,0.249874413
X481,0.218211383,0.250495106,0.225256309,0.251879424,0.249609336,0.238721192,0.249018967,0.238041177,0.243298188,0.23360686,0.225482732,0.212897941,0.218091846,0.216107264,0.215968102,0.245313212,0.167345673,0.248535141,0.200384006,0.21791631,0.208460569,0.202867255,0.248535141,0.248956859
